Subject Code	Course Code	Course Title
TE	857	Tching & Lrning Math Prob Solv
TE	861A	Teaching Science Understanding
TE	870	Curric Design & Dev in Schools
TE	872	Teachers as Teacher Educators
TE	873	Literacy Leadership
TE	894	Lab & Field Exp Cur, Tchg/Sch
TE	902	Prosem Cur Instruc & Tch Ed II
TE	918	Disc Knowledge & Schl Subjects
TE	931	Intro Qualitative Meth Ed Res
TE	934	Intro Quantitative Meth Ed Res
TE	939	Spec Topics Adv Qual Methods
TE	939	Spec Topics Adv Qual Methods
TE	963	Crit Race Thery in Ed
TE	991	Spec Top Curr Instruc Tchr Ed
TE	999	Doctoral Dissertation Research
THR	101	Acting I
THR	101	Acting I
THR	101	Acting I
THR	110	Theatrical Play Analysis
THR	110	Theatrical Play Analysis
THR	111	Intro to Technical Theatre
THR	111	Intro to Technical Theatre
THR	111	Intro to Technical Theatre
THR	111L	Intro to Technical Theatre Lab
THR	207	Movement Studio I
THR	219	Intro to Digital Design
THR	219L	Intro to Digital Design Lab
THR	304	Topics in Acting/Directing II
THR	330	Theatre in a Global Context
THR	331	Studies Contemporary Theatre
THR	350	Plays as Film
THR	402	Voice Studio II
THR	404	Topics in Acting/Directing III
THR	404	Topics in Acting/Directing III
THR	412	Stage Costume Design
THR	491	Practicum: Acting
TSM	122	AC and DC Machines
TSM	331	Water Mgt Ag Food Sys
UGS	101	Freshman Seminar
UGS	101	Freshman Seminar
UGS	101	Freshman Seminar
UGS	101	Freshman Seminar
UGS	101	Freshman Seminar
UGS	101	Freshman Seminar
UGS	101	Freshman Seminar
UGS	101	Freshman Seminar
UP	100	The City
UP	201	Intro to Urban & Reg Planning
UP	314	Methd Invest of Urban Systems
UP	365	Planning Law & Ethics (W)
UP	424	GIS & Dsgn Tools for Plng
UP	424	GIS & Dsgn Tools for Plng
UP	494	Planning Practicum
VIPP	800	Visiting Int'l Prof Program
VM	101	Veterinary Medicine in Society
VM	120	Vet Comparative Nutrition
VM	155	Veterinary Technology Careers
VM	170	Hem and Immuno for Vet Techs
VM	175	Clin Path Lab I for Vet Techs
VM	205	Prev An Hlth Care for Vet Tech
VM	275	Lg Animal Disease & Mgmt
VM	304	Radiology for Vet Technicians
VM	305	Hosp Prac Mgmt for Vet Techs
VM	514	Comp Lifestage Nutrition
VM	524	Integrated Basic Sciences
VM	541	Vet Career Dev Prac Mgt
VM	543	Cardiovascular Diseases
VM	545	Prin of Anesthesia & Surgery
VM	546	Musculoskeletal Diseases
VM	548	Principles of Diagnostic Imag
VM	561	Private Practice Ownership
VM	611	Veterinary Externship
VM	692	Career Dev & Business Skills
VM	810	Food Safety Management
VM	811	Foodborne Pathogens
VM	812	Food Safety Toxicology
VM	815	Applied Food Safety
VM	824	Global Food Safety
VM	827	FSMA and HACCP
VM	999	Doctoral Dissertation Research
WRA	102	Prep for College Writing
WRA	102	Prep for College Writing
WRA	102	Prep for College Writing
WRA	102	Prep for College Writing
WRA	102	Prep for College Writing
WRA	102	Prep for College Writing
WRA	102	Prep for College Writing
WRA	102	Prep for College Writing
WRA	102	Prep for College Writing
WRA	102	Prep for College Writing
WRA	102	Prep for College Writing
WRA	102	Prep for College Writing
WRA	1004	Prep for College Writing
WRA	1004	Prep for College Writing
WRA	1004	Prep for College Writing
WRA	1004	Prep for College Writing
WRA	1004	Prep for College Writing
WRA	1004	Prep for College Writing
WRA	1004	Prep for College Writing
WRA	1004	Prep for College Writing
WRA	1004	Prep for College Writing
WRA	1004	Prep for College Writing
WRA	1004	Prep for College Writing
WRA	1004	Prep for College Writing
WRA	110	Writing: Science & Technology
WRA	110	Writing: Science & Technology
WRA	110	Writing: Science & Technology
WRA	110	Writing: Science & Technology
WRA	110	Writing: Science & Technology
WRA	110	Writing: Science & Technology
WRA	110	Writing: Science & Technology
WRA	110	Writing: Science & Technology
WRA	110	Writing: Science & Technology
WRA	110	Writing: Science & Technology
WRA	110	Writing: Science & Technology
WRA	110	Writing: Science & Technology
WRA	115	Writing: Law & Justice in U.S.
WRA	115	Writing: Law & Justice in U.S.
WRA	115	Writing: Law & Justice in U.S.
WRA	125	Writ: Amer Ethnic & Racial Exp
WRA	125	Writ: Amer Ethnic & Racial Exp
WRA	125	Writ: Amer Ethnic & Racial Exp
WRA	125	Writ: Amer Ethnic & Racial Exp
WRA	125	Writ: Amer Ethnic & Racial Exp
WRA	125	Writ: Amer Ethnic & Racial Exp
WRA	130	Writing: Amer Radical Thought
WRA	130	Writing: Amer Radical Thought
WRA	130	Writing: Amer Radical Thought
WRA	130	Writing: Amer Radical Thought
WRA	135	Writing: Public Life America
WRA	135	Writing: Public Life America
WRA	135	Writing: Public Life America
WRA	140	Writing: Women in America
WRA	140	Writing: Women in America
WRA	140	Writing: Women in America
WRA	140	Writing: Women in America
WRA	140	Writing: Women in America
WRA	140	Writing: Women in America
WRA	140	Writing: Women in America
WRA	140	Writing: Women in America
WRA	140	Writing: Women in America
WRA	145	Writing: Men in America
WRA	145	Writing: Men in America
WRA	150	Writ: Evolution of Amer Thght
WRA	150	Writ: Evolution of Amer Thght
WRA	150	Writ: Evolution of Amer Thght
WRA	150	Writ: Evolution of Amer Thght
WRA	150	Writ: Evolution of Amer Thght
WRA	150	Writ: Evolution of Amer Thght
WRA	150	Writ: Evolution of Amer Thght
WRA	150	Writ: Evolution of Amer Thght
WRA	150	Writ: Evolution of Amer Thght
WRA	150	Writ: Evolution of Amer Thght
WRA	150	Writ: Evolution of Amer Thght
WRA	150	Writ: Evolution of Amer Thght
WRA	150	Writ: Evolution of Amer Thght
WRA	150	Writ: Evolution of Amer Thght
WRA	150	Writ: Evolution of Amer Thght
WRA	150	Writ: Evolution of Amer Thght
WRA	195H	Writing: Major Top Amer Thght
WRA	195H	Writing: Major Top Amer Thght
WRA	195H	Writing: Major Top Amer Thght
WRA	195H	Writing: Major Top Amer Thght
WRA	195H	Writing: Major Top Amer Thght
WRA	202	Intro to Professional Writing
WRA	210	Introduction to Web Authoring
WRA	210	Introduction to Web Authoring
WRA	260	Rhetoric, Persuasion, Culture
WRA	320	Technical Writing (W)
WRA	331	Writing in the Public Int (W)
WRA	360	Visual Rhetoric
WRA	360	Visual Rhetoric
WRA	410	Advanced Web Authoring
WRA	420	Content Management
WRA	455	Portfolio Seminar
WRA	455	Portfolio Seminar
WRA	470	Editing and Publishing
WRA	470	Editing and Publishing
WRA	491	Special Topics
WRA	841	Prof Writ Theory and Research
WS	201	Intro to Women's Studies
WS	201	Intro to Women's Studies
WS	201	Intro to Women's Studies
WS	202	Intro Contemp Feminisms
WS	301	Sexual Viol Agnst Women & Chld
WS	304	LGBTQ Studies
WS	304	LGBTQ Studies
WS	403	Women & Change Devel Countries
ZOL	101	Preview of Zoology
ZOL	141	Introductory Human Genetics
ZOL	313	Animal Behavior
ZOL	316	General Parasitology
ZOL	328	Compar Anat & Bio Verteb (W)
ZOL	341	Fundamental Genetics
ZOL	341	Fundamental Genetics
ZOL	355	Ecology
ZOL	355L	Ecology Laboratory (W)
ZOL	365	Biology of Mammals
ZOL	369	Intro to Zoo & Aquarium Sci
ZOL	402	Neurobiology
ZOL	403	Integrative Neurobiology
ZOL	425	Cells and Development (W)
ZOL	445	Evolution (W)
ZOL	450	Cancer Biology (W)
ZOL	483	Environmental Physiology (W)
ZOL	489	Sem in Zoo & Aquarium Science
ZOL	890	Special Problems
ZOL	890	Special Problems
ZOL	897	Ecosystem Ecol & Global Change
ZOL	999	Doctoral Dissertation Research
AAAS	100	Race and Community
AAAS	999	Doctoral Dissertation Research
ABM	100	Decision Making in Agri-Food
ABM	100	Decision Making in Agri-Food
ABM	130	Farm Management I
ABM	222	Agribus/Food Ind Sales (W)
ABM	225	Commodity Marketing I
ABM	337	Labor & Pers Mgt in Agri-Food
ABM	410	Advanced Seminar in ABM
ABM	425	Commodity Marketing II
ABM	427	Global Agri-Food
ABM	430	Farm Management II
ACC	201	Principles of Financial Acct
ACC	201	Principles of Financial Acct
ACC	201	Principles of Financial Acct
ACC	202	Principles of Management Acct
ACC	230	Survey of Accounting Concepts
ACC	250	Accounting Career
ACC	300	Intermediate Financial Acct I
ACC	300	Intermediate Financial Acct I
ACC	301	Intermediate Financial Acct II
ACC	301	Intermediate Financial Acct II
ACC	305	Intermediate Acct Finance Majr
ACC	308	Govt & Not-for-Profit Acct
ACC	321	Accounting Information Systems
ACC	321	Accounting Information Systems
ACC	331	Federal Income Tax Accounting
ACC	341	Cost and Managerial Accounting
ACC	411	Auditing
ACC	808	Financial Reporting Decisions
ACC	814	Advanced Auditing
ACC	821	Enterprise Database Systems
ACC	824	Govern/Control Enterprise Sys
ACC	825	Object Oriented Bus Inf Sys
ACC	830	Tax Research
ACC	843	Operational Mgt Accounting
ACC	843	Operational Mgt Accounting
ACC	850	Acctg Multiunit Enterprises
ADV	205	Principles of Advertising
ADV	225	Writing for Public Relations
ADV	225	Writing for Public Relations
ADV	225	Writing for Public Relations
ADV	260	Principles of Public Relations
ADV	322	Copy Writing
ADV	324	Intro to Creative Media
ADV	324	Intro to Creative Media
ADV	325	Public Relations Tech & Ethics
ADV	326	Advanced Creative: Media I
ADV	330	Advertising Management
ADV	330	Advertising Management
ADV	334	International Advertising
ADV	342	Account Planning and Research
ADV	350	Media Planning
ADV	350	Media Planning
ADV	350	Media Planning
ADV	350	Media Planning
ADV	352	Media Sales
ADV	354	Interactive Adv Design
ADV	375	Consumer Behavior
ADV	402	Public Relations Topics in Adv
ADV	402	Public Relations Topics in Adv
ADV	420	New Media Driver's License
ADV	420	New Media Driver's License
ADV	420	New Media Driver's License
ADV	420	New Media Driver's License
ADV	422	Advanced Copywriting
ADV	425	Public Relations Strategy
ADV	430	Social Mktg Strat & Practice
ADV	431	Monitoring/Measuring Soc Media
ADV	432	Digital Media Planning/Buying
ADV	433	Internet Video Promo Strategy
ADV	436	Promotions and Sponsorships
ADV	456	Interactive Adv Mgmt
ADV	475	Advertising and Society
ADV	481	Retail Strategy Analysis
ADV	486	Integrated Campaigns
ADV	486	Integrated Campaigns
ADV	486	Integrated Campaigns
ADV	486	Integrated Campaigns
ADV	492	Special Topics
ADV	493	Advert/Public Rel Internship
ADV	823	Consumer Behavior
ADV	836	Media Innovations
ADV	843	Strategic Brand Communication
ADV	850	Public Relations Management
ADV	892	Special Topics
ADV	900	Media & Info Theory Building
ADV	975	Quantitative Research Design
AE	72	Electrical Wiring I
AE	92	Electrical Wiring III
AE	94	Electrical Systems Planning
AE	150	Metal Fabrication Technology
AE	252	Gas & Diesel Engine Technology
AEC	801	Mathematical Applic in Econ
AEC	802	Stat Methods for AFR Economist
AEC	805	Microeconomic Analysis
AEC	810	Institution & Behavioral Econ
AEC	861	Agric in Economic Development
AEC	900A	Applied Microeconomics I
AEC	999	Doctoral Dissertation Research
AESC	310	Sustainable Systems Analysis
AL	101	Arts and Letters Freshman Exp
AL	101	Arts and Letters Freshman Exp
AL	101	Arts and Letters Freshman Exp
AL	101	Arts and Letters Freshman Exp
AL	101	Arts and Letters Freshman Exp
AL	200	Cult Diff & Std Abroad
AL	242	Intro to Experience Arch
AL	271	Intro to Arts/Cultural Mgmt
AL	285	Intro to Digital Humanities
AL	461	Strategies Art/Culture Mgt
AL	485	Foundations of Museum Studies
AL	493A	Arts and Letters Internship
AL	494	Museum Exhib: Thry & Develop
AL	891	Special Topics in Arts & Hum
AL	891	Special Topics in Arts & Hum
AL	999	Doctoral Dissertation Research
ANP	200	Navigating Another Culture
ANP	201	Intro to Cultural Anthropology
ANP	201	Intro to Cultural Anthropology
ANP	203	Introduction to Archaeology
ANP	203	Introduction to Archaeology
ANP	206	Intro to Physical Anthropology
ANP	206	Intro to Physical Anthropology
ANP	270	Women & Hlth Anthro Intl Persp
ANP	320	Social and Cultural Theory
ANP	321	Anthropology of Soc Movements
ANP	370	Culture, Health, and Illness
ANP	410	Anthroplogy of Latin America
ANP	411	North Amer Indian Ethnography
ANP	414	Anthropology of South Asia
ANP	419	Anthropology Middle East
ANP	420	Language and Culture
ANP	422	Religion and Culture
ANP	425	Issues in Medical Anthroplogy
ANP	429	Ethnographic Field Methods
ANP	443	Human Adaptability
ANP	455	Archaeology of Ancient Egypt
ANP	489	Anthropology Capstone Crse (W)
ANP	999	Doctoral Dissertation Research
ANR	150	Success and Careers in ANR
ANR	210	Pathways in Connected Learning
ANR	210	Pathways in Connected Learning
ANR	250	Global Issues in ANR
ANR	491	Selected Topics
ANS	101	Professional Development ANS I
ANS	110	Introduct Animal Agriculture
ANS	132	Dairy Farm Management Seminar
ANS	140	Horsemanship
ANS	146	Fundamentals of Horse Training
ANS	200E	Intr Animal welfare Assessment
ANS	201	Animal Products
ANS	211	Animal and Product Evaluation
ANS	215	Growth Health and Lactation
ANS	225	Horse Behavior and Welfare
ANS	230	Dairy Herd Management
ANS	232	Intro Dairy Cattle Management
ANS	233	Dairy Feed Management
ANS	240	Horse Farm Management
ANS	242	Introductory Horse Management
ANS	243	Horse Nutrition and Feeding
ANS	245	Horse Exercise Physiology
ANS	272	Introductory Swine Management
ANS	282	Companion Animal Bio & Mgmt
ANS	290	Independent Study in Ag Tech
ANS	300D	Advanced Horse Judging
ANS	301	Profession Development ANS II
ANS	309	Animal Health Management
ANS	313	Animal Feeding & Nutrition
ANS	407	Food and Animal Toxicology
ANS	409	Advancements in Reproduction
ANS	413	Monogastric Animal Nutrition
ANS	418	Compreh Nutri Mgmt Plan
ANS	422	Advanced Feedlot Management
ANS	432	Adv Dairy Cattle Management
ANS	445	Equine Exercise Physiology
ANS	511	Animal Science for Vet
ANTR	350	Human Gross Anatomy
ANTR	485	Directed Study Human Prosect
ANTR	541	Gross Anatomy for Nurse Anesth
ANTR	551	Medical Gross Anatomy
ANTR	551	Medical Gross Anatomy
ANTR	590	Independent Clin Human Morphol
ANTR	590	Independent Clin Human Morphol
ARB	101	Elementary Arabic I
ARB	101	Elementary Arabic I
ARB	201	Second-Year Arabic I
ARB	201	Second-Year Arabic I
ARB	301	Third-Year Arabic I
ARB	460	Spec Topics in Arab Culture(W)
AS	111	USAF Foundation I
AS	111L	USAF Foundation Lab
AS	211L	Evolution of USAF I Lab
AS	421	National Security Affairs
AS	421L	National Security Affairs Lab
AST	207	The Science of Astronomy
AST	304	Stars
AT	45	Agricultural Communications
AT	71	Technical Mathematics
AT	291	Selected Topics in Ag Tech
ATD	111	Basic Apparel Structuring
ATD	121	Explor in App & Textile Design
ATD	222	Struct, Couture & Tailored Gar
ATD	231	Textile Materials
ATD	323	Apparel Pattern Design
ATD	335	Design Devel and Presentation
ATD	423	Design Methods and Approaches
ATD	426	History of Dress & Textiles
BE	101	Intro to Biosystems Engr
BE	332	Engr Prop of Bio Materials
BE	334	Biosystems Engineering Lab
BE	351	Thermo for Bio Engineering
BE	477	Food Engineering: Fluids
BE	481	Water Resources Systems Analys
BE	485	Biosystems Design Techniques
BE	491	Special Topics
BE	820	Res Meth Biosystems Engr
BE	835	Modeling Methods in Bio Engr
BE	999	Doctoral Dissertation Research
BLD	213	Applic of Clinical Lab Prin
BLD	324	Fundamental Heme, Coag, Urine
BLD	324L	Intro Lab in Heme/Coag/Urines
BLD	416	Clinical Chemistry
BLD	434	Clinical Immunology
BLD	455	Integ Clin Lab Sci Discip (W)
BLD	830	Concepts in Molecular Biology
BLD	850	Concepts in Immunodiagnostics
BMB	101	Frontiers in Biochemistry
BMB	200	Introduction to Biochemistry
BMB	401	Comprehensive Biochemistry
BMB	461	Advanced Biochemistry I
BMB	472	Advanced Molecular Biology Lab
BMB	514	Medical Biochemistry
BMB	515	Med Biochem & Mol Biol
BMB	526	Genetics
BMB	527	Medical Genetics
BMB	527	Medical Genetics
BMB	801	Molecular Biology
BMB	829	Meth Macromolec Anly & Synth
BMB	864	Plant Biochemistry
BMB	960	Sel Topics in Biochemistry I
BMB	961	Sel Topics in Biochemistry II
BMB	961	Sel Topics in Biochemistry II
BMB	978	Seminar in Biochemistry
BMB	999	Doctoral Dissertation Research
BMS	800	BMS Research Forum
BS	161	Cells and Molecules
BS	161	Cells and Molecules
BS	161	Cells and Molecules
BS	161	Cells and Molecules
BS	162	Organisms and Populations
BS	162	Organisms and Populations
BS	171	Cell and Molecular Biology Lab
BS	172	Organismal Biology Lab
BS	182H	Honors Organismal Biology
BS	192H	Honors Organismal Biology Lab
BUS	101	Freshman Seminar for Business
BUS	101	Freshman Seminar for Business
BUS	101	Freshman Seminar for Business
BUS	101	Freshman Seminar for Business
BUS	101	Freshman Seminar for Business
BUS	101	Freshman Seminar for Business
BUS	101	Freshman Seminar for Business
BUS	101	Freshman Seminar for Business
BUS	101	Freshman Seminar for Business
BUS	101	Freshman Seminar for Business
BUS	101	Freshman Seminar for Business
BUS	101	Freshman Seminar for Business
BUS	201	Business Soph Seminar
BUS	201	Business Soph Seminar
BUS	291	Introduction to Business
BUS	291	Introduction to Business
BUS	491	Special Topics in Business
CAS	101	Special Topics Seminar
CAS	110	Creative Processes
CAS	111	Digital Image
CAS	112	Story and Motion
CAS	201	Audio Video I
CAS	202	Audio and Video II
CAS	203	Media Design
CAS	204	Web Design
CAS	205	Media Photography
CAS	206	Graphics & Illustration
CAS	207	Media Animation
CAS	208	Media Interactivity
CAS	208	Media Interactivity
CAS	492	Special Topics
CAS	825	Mass Comm & Public Health
CAS	992	Doctoral Seminar
CAS	999	Doctoral Dissertation Research
CE	221	Statics
CE	271	Intro to Civil Envir Eng
CE	272	Civil and Envir Engr Analysis
CE	305	Intro to Structural Analysis
CE	312	Soil Mechanics
CE	321	Introduction to Fluid Mechanic
CE	337	Civil Engineering Materials I
CE	341	Transportation Engineering
CE	400	Structural Mechanics
CE	406	Design of Concrete Structures
CE	418	Geotechnical Engineering
CE	431	Pavement Design and Analysis I
CE	444	Traffic Engineering
CE	449	Highway Design
CE	495	Senior Design in Civil & Env
CE	805	Adv Design Steel Structures
CE	837	Advanced Concrete Materials
CE	999	Doctoral Dissertation Research
CEM	141	General Chemistry
CEM	141	General Chemistry
CEM	141	General Chemistry
CEM	141	General Chemistry
CEM	142	General & Inorganic Chemistry
CEM	143	Survey of Organic Chemistry
CEM	151	General/Descriptive Chemistry
CEM	161	Chemistry Laboratory I
CEM	162	Chemistry Laboratory II
CEM	181H	Honors Chemistry I
CEM	251	Organic Chemistry I
CEM	251	Organic Chemistry I
CEM	252	Organic Chemistry II
CEM	255	Organic Chemistry Laboratory
CEM	262	Quantitative Analysis
CEM	311	Inorganic Chemistry
CEM	351	Organic Chemistry I
CEM	356	Organic Laboratory II
CEM	383	Intro Physical Chemistry I
CEM	434	Analytical Chemistry
CEM	444	Chemical Safety
CEM	482	Sci & Tech of Wine Production
CEM	483	Quantum Chemistry
CEM	811	Advanced Inorganic Chemistry I
CEM	834	Adv Analytical Chemistry I
CEM	835	Adv Analytical Chemistry II
CEM	845	Struc Spectroscopy Organ Cmpnd
CEM	890	Chemical Problems and Reports
CEM	890	Chemical Problems and Reports
CEM	985	Selected Topics in Nuclear Ch
CEM	991	Quant Chem & Stat Thermodyn I
CEP	240	Div Lrnrs in Multicult Persp
CEP	260	Dynamics of Personal Adjustmnt
CEP	261	Substance Abuse
